event_id,event_id,domain_userid,page_urlpath,next_event_id
0b9cc91d-5e4f-430a-aa1d-7f014833dd72,Fri Jan 01 04:34:36 MST 2016,063ffbc4914cbbb6,/blades,3cbfb1d9-7ccc-42b1-bd43-7a14eb147f2c
3cbfb1d9-7ccc-42b1-bd43-7a14eb147f2c,Fri Jan 01 04:35:43 MST 2016,063ffbc4914cbbb6,/checkout/extras,null
aedc3540-5255-44a6-82ca-5a20618d8f4a,Fri Jan 01 04:32:32 MST 2016,884d2773faea9ebf,/our-products/style/match,dbe5ff1a-8c34-4b25-a519-fac15e1876aa
dbe5ff1a-8c34-4b25-a519-fac15e1876aa,Fri Jan 01 04:32:47 MST 2016,884d2773faea9ebf,/our-products/style/match/desired-style,ae9bcb0f-d176-437b-bb83-83c3a45bcb6b
ae9bcb0f-d176-437b-bb83-83c3a45bcb6b,Fri Jan 01 04:32:58 MST 2016,884d2773faea9ebf,/our-products/style/match/current-product,null
688d4527-19f1-45f7-81d5-eb4e6c2b496d,Fri Jan 01 04:30:33 MST 2016,5f012ff2352560b3,/our-products/style/match,fa98e2d8-5338-496c-b6a6-8ed567760486
fa98e2d8-5338-496c-b6a6-8ed567760486,Fri Jan 01 04:30:56 MST 2016,5f012ff2352560b3,/our-products/style/match/desired-style,ee3a9890-00ce-40d1-84e9-ab47dfb39e09
ee3a9890-00ce-40d1-84e9-ab47dfb39e09,Fri Jan 01 04:30:58 MST 2016,5f012ff2352560b3,/our-products/style/match/current-product,null
97eb7251-38b6-4a99-bc66-01d4a4570f73,Fri Jan 01 20:32:29 MST 2016,c695f9ad9a342ce3,/blades,80d39327-88e5-4576-905d-08d28bbbcbc6
80d39327-88e5-4576-905d-08d28bbbcbc6,Fri Jan 01 20:32:34 MST 2016,c695f9ad9a342ce3,/checkout/extras,null
44d2b122-d89b-4c63-9e55-ecd54c9388ca,Fri Jan 01 20:33:18 MST 2016,a7ad3c0e055830be,/checkout/extras,ad21f764-9686-4e8c-a3ee-34f412430110
ad21f764-9686-4e8c-a3ee-34f412430110,Fri Jan 01 20:33:22 MST 2016,a7ad3c0e055830be,/checkout/finish-up,6273e605-9de4-4a6a-a0cf-58ec9a1b8d6b
6273e605-9de4-4a6a-a0cf-58ec9a1b8d6b,Fri Jan 01 20:33:23 MST 2016,a7ad3c0e055830be,/blades,null
0b35ffac-1d60-4932-acba-3cf74b1c4812,Fri Jan 01 13:33:12 MST 2016,613bc702e04893b7,/blades,null
b2726f51-d928-4336-a724-42a3a3b42614,Fri Jan 01 17:30:31 MST 2016,104aa78e0c2447bd,/,ac365ac5-f269-434f-b15d-6936dd08e1e8
ac365ac5-f269-434f-b15d-6936dd08e1e8,Fri Jan 01 17:30:37 MST 2016,104aa78e0c2447bd,/checkout/finish-up,1338cc06-6398-4045-8dd0-2ccc39084af7
1338cc06-6398-4045-8dd0-2ccc39084af7,Fri Jan 01 17:30:38 MST 2016,104aa78e0c2447bd,/login,8adb981a-2304-44a0-b171-0dc4de77bc92
8adb981a-2304-44a0-b171-0dc4de77bc92,Fri Jan 01 17:30:51 MST 2016,104aa78e0c2447bd,/,b1fb266b-8706-4d7f-9767-c96e6216a971
b1fb266b-8706-4d7f-9767-c96e6216a971,Fri Jan 01 17:30:54 MST 2016,104aa78e0c2447bd,/blades,10cb6634-3d97-46a0-9ef2-2fab51ceb274
10cb6634-3d97-46a0-9ef2-2fab51ceb274,Fri Jan 01 17:30:56 MST 2016,104aa78e0c2447bd,/checkout/extras,69528bea-acf2-4a78-b89b-2ede5a50526b
69528bea-acf2-4a78-b89b-2ede5a50526b,Fri Jan 01 17:31:01 MST 2016,104aa78e0c2447bd,/login,d56c1096-d409-4d06-bd08-24db18d1ae15
d56c1096-d409-4d06-bd08-24db18d1ae15,Fri Jan 01 17:31:12 MST 2016,104aa78e0c2447bd,/our-products,null
8c5123a2-9344-4d69-8c74-b38036d1e6fb,Fri Jan 01 23:32:32 MST 2016,2217ea6c83d62576,/blades,null
3290de56-4727-4a0a-be50-c2056f31bf32,Fri Jan 01 20:31:16 MST 2016,2ae62d5005e822a2,/blades,null
80f171c9-03a5-4679-9d33-b1a1de92a85f,Fri Jan 01 04:34:57 MST 2016,e4cff27f36e96b44,/blades,71a99399-2b46-47f1-b789-336ebe698e3a
71a99399-2b46-47f1-b789-336ebe698e3a,Fri Jan 01 04:35:02 MST 2016,e4cff27f36e96b44,/checkout/extras,null
85265d06-25f3-4e0b-87f3-255d3ab4ba84,Fri Jan 01 05:33:08 MST 2016,b4fe74f2573c1958,/blades,null
d8d3f249-14b7-4378-b483-9f1d8401f65a,Fri Jan 01 13:31:50 MST 2016,0b320a9da8f88a0d,/blades,null
c3431ca2-7a20-461f-a4a9-c71e6be43de3,Fri Jan 01 04:32:28 MST 2016,d7cf63497be46f3a,/blades,null
354b62d1-51be-4e3c-9615-8cda6c579340,Fri Jan 01 20:32:29 MST 2016,d495106e441e9c69,/blades,null
699a8627-3b6a-4906-a5e0-338afe211343,Fri Jan 01 23:33:05 MST 2016,1c29514fe565ee61,/checkout/extras,dd14d256-c8dd-47c1-bd2e-ca125d260e0e
dd14d256-c8dd-47c1-bd2e-ca125d260e0e,Fri Jan 01 23:33:11 MST 2016,1c29514fe565ee61,/blades,832e931e-c025-43d6-b151-c061ffacfef4
832e931e-c025-43d6-b151-c061ffacfef4,Fri Jan 01 23:33:13 MST 2016,1c29514fe565ee61,/your-box/funnel,b1ccadd3-d2a6-480b-98f7-00b1ab2abc39
b1ccadd3-d2a6-480b-98f7-00b1ab2abc39,Fri Jan 01 23:33:32 MST 2016,1c29514fe565ee61,/checkout/extras,null
8fe6eabc-e6b7-43d3-a9ef-40c6ee93b9a7,Fri Jan 01 05:31:49 MST 2016,f767c898ad18a15d,/blades,null
cc0f6dd1-6098-4e75-95f8-3bd8f95f3456,Fri Jan 01 13:32:34 MST 2016,7c6424f153f62fd1,/blades,2fa76202-1f6e-43bd-b6c4-b841fef9d9c2
